venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente,year_month,semana,dia_semana,es_fin_semana,precio_log,margen_log,tiene_descuento,tiene_accesorios,cierre_rapido,es_premium_luxury,revenue_total_log,segmento_num,ganancia_por_dia,pct_accesorios
VTA-03890,2022-11-28,2022,11,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,9650000,2,193000,9457000,0,9457000,7100000,2357000,24.9,2357000,Joaquín Torres,Sur,Semi-Senior,258176,Cuotas 24x,Instagram,False,0,0,18,True,4,2022-11,48,Monday,False,16.062265871739424,14.672900606186316,True,0,0,0,16.062265871739424,2,130944.0,0.0
VTA-01154,2022-11-29,2022,11,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,45150000,2,903000,44247000,0,44247000,33600000,10647000,24.1,10647000,Valentina Cruz,Este,Senior,1577406,Cuotas 12x,Web,False,0,0,46,True,5,2022-11,48,Tuesday,False,17.60529815311015,16.18078881421991,True,0,0,1,17.60529815311015,4,231457.0,0.0
VTA-00819,2022-11-29,2022,11,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10450000,0,0,10450000,420422,10870422,7600000,2850000,27.3,3018168,Joaquín Torres,Sur,Semi-Senior,285285,Contado,Instagram,False,0,3,5,False,5,2022-11,48,Tuesday,False,16.16211263206887,14.862829903121964,False,1,1,0,16.20155617278367,2,603634.0,3.87
VTA-03884,2022-11-29,2022,11,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,43550000,4,1742000,41808000,67101,41875101,29500000,12308000,29.4,12334840,Lucía Fernández,Norte,Semi-Senior,1097460,Cuotas 12x,Instagram,False,0,1,12,True,3,2022-11,48,Tuesday,False,17.5485982906614,16.325760096672035,True,1,0,1,17.550201983927433,4,1027903.0,0.16
VTA-01249,2022-11-30,2022,11,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,42450000,5,2122500,40327500,302983,40630483,29500000,10827500,26.8,10948693,Valentina Cruz,Este,Senior,1437675,Leasing,Web,True,15800000,2,25,True,4,2022-11,48,Wednesday,False,17.512544201131053,16.19759984442834,True,1,0,1,17.52002918027297,4,437948.0,0.75
VTA-02701,2022-11-30,2022,11,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8250000,2,165000,8085000,242837,8327837,6100000,1985000,24.6,2082134,Diego Romero,Centro,Junior,177870,Cuotas 36x,Web,False,0,1,13,True,5,2022-11,48,Wednesday,False,15.905521174679174,14.50112997588164,True,1,0,0,15.935114436638173,2,160164.0,2.92
VTA-01955,2022-11-30,2022,11,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,17400000,1,174000,17226000,0,17226000,12500000,4726000,27.4,4726000,Martín López,Oeste,Junior,344520,Cuotas 12x,Referido,False,0,0,2,True,1,2022-11,48,Wednesday,False,16.661930486383035,15.368589948324397,True,0,1,1,16.661930486383035,3,2363000.0,0.0
VTA-03750,2022-11-30,2022,11,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,18100000,2,362000,17738000,68685,17806685,12500000,5238000,29.5,5265474,Sofía Herrera,Sur,Senior,611961,Cuotas 12x,Referido,True,4700000,1,2,True,5,2022-11,48,Wednesday,False,16.691219845294675,15.471450494962339,True,1,1,1,16.69508456271307,3,2632737.0,0.39
VTA-03350,2022-11-30,2022,11,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7850000,2,157000,7693000,256217,7949217,5900000,1793000,23.3,1895486,Paula Gómez,Centro,Senior,256562,Cuotas 12x,Showroom,False,0,1,5,True,3,2022-11,48,Wednesday,False,15.855821512429364,14.399401310311598,True,1,1,0,15.888584117012508,2,379097.0,3.22
VTA-03782,2022-11-30,2022,11,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9200000,0,0,9200000,446420,9646420,6900000,2300000,25.0,2478568,Paula Gómez,Centro,Senior,306820,Cuotas 12x,Web,True,2900000,2,1,True,4,2022-11,48,Wednesday,False,16.034714150714915,14.648420115681892,False,1,1,0,16.08209752369285,2,2478568.0,4.63
VTA-01284,2022-12-01,2022,12,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4050000,5,202500,3847500,0,3847500,3100000,747500,19.4,747500,Valentina Cruz,Este,Senior,137163,Cuotas 24x,WhatsApp,False,0,0,1,False,1,2022-12,48,Thursday,False,15.162934404604169,13.524490922038726,True,0,1,0,15.162934404604169,1,747500.0,0.0
VTA-00901,2022-12-01,2022,12,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15700000,5,785000,14915000,0,14915000,11400000,3515000,23.6,3515000,Sofía Herrera,Sur,Senior,514567,Cuotas 12x,Referido,False,0,0,8,True,4,2022-12,48,Thursday,False,16.517878042977582,15.072550367721883,True,0,0,1,16.517878042977582,3,439375.0,0.0
VTA-02603,2022-12-01,2022,12,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8300000,1,83000,8217000,0,8217000,5900000,2317000,28.2,2317000,Diego Romero,Centro,Junior,180774,Contado,Referido,False,0,0,1,False,4,2022-12,48,Thursday,False,15.921715858612234,14.655784235006998,True,0,1,0,15.921715858612234,2,2317000.0,0.0
VTA-02509,2022-12-01,2022,12,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,23900000,0,0,23900000,283062,24183062,16500000,7400000,31.0,7513224,Valentina Cruz,Este,Senior,852035,Contado,Instagram,True,7350000,1,12,True,2,2022-12,48,Thursday,False,16.98938905874274,15.816990693309524,False,1,0,1,17.001163070066294,3,626102.0,1.17
VTA-03426,2022-12-02,2022,12,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,43100000,2,862000,42238000,172807,42410807,29500000,12738000,30.2,12807122,Joaquín Torres,Sur,Semi-Senior,1153097,Contado,Showroom,True,17450000,1,53,True,5,2022-12,48,Friday,False,17.55883087143182,16.360100288418703,True,1,0,1,17.562913793379636,4,241644.0,0.41
VTA-01969,2022-12-03,2022,12,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12250000,0,0,12250000,0,12250000,9000000,3250000,26.5,3250000,Sofía Herrera,Sur,Senior,422625,Cuotas 24x,Showroom,False,0,0,1,False,4,2022-12,48,Saturday,True,16.32103657658766,14.99416586199818,False,0,1,0,16.32103657658766,2,3250000.0,0.0
VTA-02893,2022-12-03,2022,12,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10000000,1,100000,9900000,52689,9952689,7600000,2300000,23.2,2321075,Valentina Cruz,Este,Senior,352935,Leasing,Referido,False,0,1,1,True,3,2022-12,48,Saturday,True,16.108045416114916,14.648420115681892,True,1,1,0,16.113353424355118,2,2321075.0,0.53
VTA-02541,2022-12-03,2022,12,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10500000,1,105000,10395000,229630,10624630,7600000,2795000,26.9,2886852,Sofía Herrera,Sur,Senior,358628,Plan de ahorro,Web,False,0,1,8,False,5,2022-12,48,Saturday,True,16.156835575474343,14.843343022353025,True,1,0,0,16.17868554275991,2,360856.0,2.16
VTA-01551,2022-12-03,2022,12,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14350000,0,0,14350000,0,14350000,10200000,4150000,28.9,4150000,Carlos Méndez,Norte,Senior,462070,Contado,Instagram,True,6050000,0,8,True,5,2022-12,48,Saturday,True,16.47926056985631,15.238619133170708,False,0,0,0,16.47926056985631,2,518750.0,0.0
VTA-01518,2022-12-03,2022,12,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11000000,1,110000,10890000,0,10890000,7900000,2990000,27.5,2990000,Diego Romero,Centro,Junior,239580,Cuotas 12x,Referido,False,0,0,9,True,5,2022-12,48,Saturday,True,16.203355586736503,14.910784279814974,True,0,0,0,16.203355586736503,2,332222.0,0.0
VTA-00240,2022-12-03,2022,12,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,23700000,1,237000,23463000,56419,23519419,17200000,6263000,26.7,6285567,Lucía Fernández,Norte,Semi-Senior,615904,Cuotas 12x,Web,False,0,1,18,True,4,2022-12,48,Saturday,True,16.970935312872154,15.650170021175429,True,1,0,1,16.973337020826694,3,349198.0,0.24
VTA-02868,2022-12-03,2022,12,Q4,Honda HR-V,Honda,SUV,Premium,15500000,16100000,2,322000,15778000,0,15778000,11000000,4778000,30.3,4778000,Diego Romero,Centro,Junior,347116,Leasing,Showroom,False,0,0,2,False,4,2022-12,48,Saturday,True,16.574127186016558,15.379532816160461,True,0,1,1,16.574127186016558,3,2389000.0,0.0
VTA-03729,2022-12-04,2022,12,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,27550000,0,0,27550000,457396,28007396,19800000,7750000,28.1,7932958,Joaquín Torres,Sur,Semi-Senior,752115,Leasing,WhatsApp,False,0,2,3,True,5,2022-12,48,Sunday,True,17.13151312986084,15.86320353036178,False,1,1,1,17.14797921182189,3,2644319.0,1.63
VTA-00268,2022-12-04,2022,12,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11300000,0,0,11300000,209589,11509589,8200000,3100000,27.4,3183835,Diego Romero,Centro,Junior,248600,Cuotas 24x,Web,True,2850000,1,1,True,4,2022-12,48,Sunday,True,16.24031337217814,14.946912992035967,False,1,1,0,16.258691158864657,2,3183835.0,1.82
VTA-00673,2022-12-05,2022,12,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,42450000,1,424500,42025500,68631,42094131,29500000,12525500,29.8,12552952,Paula Gómez,Centro,Senior,1401550,Cuotas 12x,Showroom,False,0,1,4,True,4,2022-12,49,Monday,False,17.553787158663205,16.343277204135223,True,1,1,1,17.555418906515175,4,3138238.0,0.16
VTA-01648,2022-12-05,2022,12,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9150000,4,366000,8784000,535431,9319431,6900000,1884000,21.4,2098172,Lucía Fernández,Norte,Semi-Senior,230580,Contado,Llamada entrante,True,3250000,2,3,False,5,2022-12,49,Monday,False,15.988442556574794,14.448908264903867,True,1,1,0,16.047612240598593,2,699391.0,5.75
VTA-03376,2022-12-05,2022,12,Q4,Ford Territory,Ford,SUV,Premium,18000000,17550000,4,702000,16848000,493279,17341279,12900000,3948000,23.4,4145311,Martín López,Oeste,Junior,336960,Cuotas 12x,Showroom,False,0,3,17,True,5,2022-12,49,Monday,False,16.63974257271012,15.188719932828283,True,1,0,1,16.668600344354672,3,243842.0,2.84
VTA-01227,2022-12-05,2022,12,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,12950000,5,647500,12302500,287846,12590346,9400000,2902500,23.6,3017638,Paula Gómez,Centro,Senior,410288,Plan de ahorro,Web,False,0,2,1,True,5,2022-12,49,Monday,False,16.32531313300656,14.881083337084702,True,1,1,0,16.348440967197508,2,3017638.0,2.29
VTA-00726,2022-12-06,2022,12,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5750000,0,0,5750000,0,5750000,4200000,1550000,27.0,1550000,Lucía Fernández,Norte,Semi-Senior,150938,Contado,Web,True,1800000,0,5,True,5,2022-12,49,Tuesday,False,15.564710586686562,14.253766134056512,False,0,1,0,15.564710586686562,1,310000.0,0.0
VTA-02543,2022-12-06,2022,12,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,8950000,0,0,8950000,0,8950000,6900000,2050000,22.9,2050000,Diego Romero,Centro,Junior,196900,Cuotas 12x,WhatsApp,False,0,0,8,False,5,2022-12,49,Tuesday,False,16.007164201982874,14.53335083891935,False,0,0,0,16.007164201982874,2,256250.0,0.0
VTA-03472,2022-12-06,2022,12,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,49050000,0,0,49050000,216458,49266458,33600000,15450000,31.5,15536583,Sofía Herrera,Sur,Senior,1692225,Cuotas 36x,Web,True,20250000,1,37,True,4,2022-12,49,Tuesday,False,17.708350764363004,16.553119626032945,False,1,0,1,17.712754062645768,4,419908.0,0.44
VTA-01323,2022-12-07,2022,12,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,9700000,0,0,9700000,411406,10111406,7100000,2600000,26.8,2764562,Martín López,Oeste,Junior,194000,Cuotas 24x,WhatsApp,False,0,2,2,False,4,2022-12,49,Wednesday,False,16.08763654656639,14.77102238760702,False,1,1,0,16.129174750452993,2,1382281.0,4.07
VTA-03746,2022-12-07,2022,12,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7800000,2,156000,7644000,536748,8180748,5900000,1744000,22.8,1958699,Diego Romero,Centro,Junior,168168,Contado,WhatsApp,False,0,2,53,True,4,2022-12,49,Wednesday,False,15.84943171516385,14.371692456845393,True,1,0,0,15.917294269179306,2,36957.0,6.56
VTA-03964,2022-12-07,2022,12,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,3950000,2,79000,3871000,150400,4021400,3100000,771000,19.9,831160,Diego Romero,Centro,Junior,85162,Leasing,Showroom,False,0,2,2,True,4,2022-12,49,Wednesday,False,15.169023687890933,13.555444949561487,True,1,1,0,15.20714090734327,1,415580.0,3.74
VTA-03367,2022-12-07,2022,12,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,3950000,1,39500,3910500,234055,4144555,2950000,960500,24.6,1054122,Joaquín Torres,Sur,Semi-Senior,106757,Cuotas 24x,Web,True,1250000,2,1,True,4,2022-12,49,Wednesday,False,15.179176056745545,13.77521030231462,True,1,1,0,15.237306223805652,1,1054122.0,5.65
VTA-00803,2022-12-07,2022,12,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,41000000,0,0,41000000,0,41000000,29500000,11500000,28.0,11500000,Carlos Méndez,Norte,Senior,1320200,Cuotas 24x,Instagram,False,0,0,42,True,5,2022-12,49,Wednesday,False,17.529082649058825,16.257857680289998,False,0,0,1,17.529082649058825,4,273810.0,0.0
VTA-03744,2022-12-07,2022,12,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21700000,1,217000,21483000,185209,21668209,16500000,4983000,23.2,5057083,Joaquín Torres,Sur,Semi-Senior,586486,Cuotas 36x,WhatsApp,False,0,1,6,True,3,2022-12,49,Wednesday,False,16.88277252920562,15.421542877945841,True,1,1,1,16.89135676742424,3,842847.0,0.85
VTA-01514,2022-12-07,2022,12,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11900000,2,238000,11662000,298749,11960749,9000000,2662000,22.8,2781499,Joaquín Torres,Sur,Semi-Senior,318373,Cuotas 36x,Web,True,3850000,2,1,True,5,2022-12,49,Wednesday,False,16.27184633651282,14.794588653594523,True,1,1,0,16.297141013550732,2,2781499.0,2.5
VTA-03226,2022-12-07,2022,12,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11650000,0,0,11650000,170893,11820893,8200000,3450000,29.6,3518357,Sofía Herrera,Sur,Senior,401925,Cuotas 12x,Referido,False,0,1,11,False,5,2022-12,49,Wednesday,False,16.27081682381289,15.053885078862573,False,1,0,0,16.285379201599845,2,319851.0,1.45
VTA-01555,2022-12-07,2022,12,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10600000,2,212000,10388000,0,10388000,7900000,2488000,24.0,2488000,Valentina Cruz,Este,Senior,370332,Contado,Web,True,2050000,0,1,True,4,2022-12,49,Wednesday,False,16.15616194802969,14.726990134770388,True,0,1,0,16.15616194802969,2,2488000.0,0.0
VTA-02510,2022-12-08,2022,12,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,28050000,5,1402500,26647500,125205,26772705,19800000,6847500,25.7,6897582,Martín López,Oeste,Junior,532950,Cuotas 24x,WhatsApp,True,5200000,1,5,True,4,2022-12,49,Thursday,False,17.0982059330724,15.73939432615806,True,1,1,1,17.102893493690168,3,1379516.0,0.47
VTA-01431,2022-12-08,2022,12,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22200000,0,0,22200000,218797,22418797,15800000,6400000,28.8,6487518,Diego Romero,Centro,Junior,488400,Cuotas 36x,Instagram,False,0,2,2,True,4,2022-12,49,Thursday,False,16.915602891887552,15.671808704579888,False,1,1,1,16.925410361325394,3,3243759.0,0.98
VTA-02748,2022-12-09,2022,12,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,24700000,2,494000,24206000,362388,24568388,17200000,7006000,28.9,7150955,Diego Romero,Centro,Junior,532532,Leasing,Referido,False,0,2,55,False,5,2022-12,49,Friday,False,17.002111135592756,15.762277625474358,True,1,0,1,17.016971174582135,3,130017.0,1.48
VTA-02587,2022-12-09,2022,12,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,10100000,0,0,10100000,0,10100000,7100000,3000000,29.7,3000000,Martín López,Oeste,Junior,202000,Plan de ahorro,Referido,False,0,0,10,True,4,2022-12,49,Friday,False,16.128046080821385,14.914123179965662,False,0,0,0,16.128046080821385,2,300000.0,0.0
VTA-00091,2022-12-09,2022,12,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,22650000,0,0,22650000,0,22650000,17200000,5450000,24.1,5450000,Joaquín Torres,Sur,Semi-Senior,618345,Cuotas 12x,WhatsApp,False,0,0,7,False,5,2022-12,49,Friday,False,16.935670454043425,15.511126350125648,False,0,1,1,16.935670454043425,3,778571.0,0.0
VTA-00731,2022-12-10,2022,12,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,17750000,0,0,17750000,286677,18036677,12500000,5250000,29.6,5364670,Valentina Cruz,Este,Senior,632788,Contado,Referido,False,0,1,49,True,5,2022-12,49,Saturday,True,16.691896130223725,15.473738825043979,False,1,0,1,16.70791790930027,3,109483.0,1.59
VTA-02036,2022-12-10,2022,12,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10450000,0,0,10450000,0,10450000,7900000,2550000,24.4,2550000,Carlos Méndez,Norte,Senior,336490,Cuotas 12x,Llamada entrante,False,0,0,7,False,4,2022-12,49,Saturday,True,16.16211263206887,14.751604309291395,False,0,1,0,16.16211263206887,2,364286.0,0.0
VTA-03070,2022-12-10,2022,12,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,16700000,2,334000,16366000,59695,16425695,12500000,3866000,23.6,3889878,Martín López,Oeste,Junior,327320,Leasing,Web,True,3250000,1,2,True,4,2022-12,49,Saturday,True,16.610716631171748,15.167731197415668,True,1,1,1,16.6143574958664,3,1944939.0,0.36
VTA-01049,2022-12-10,2022,12,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14850000,2,297000,14553000,192264,14745264,10200000,4353000,29.9,4429905,Paula Gómez,Centro,Senior,485343,Cuotas 36x,Web,False,0,2,13,False,4,2022-12,49,Saturday,True,16.493307784609815,15.286376050261033,True,1,0,0,16.50643257226398,2,340762.0,1.3
VTA-03721,2022-12-11,2022,12,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15550000,1,155500,15394500,53295,15447795,11400000,3994500,25.9,4015818,Lucía Fernández,Norte,Semi-Senior,404106,Contado,Showroom,False,0,1,2,True,5,2022-12,49,Sunday,True,16.549520925694278,15.200429223248426,True,1,1,1,16.552976897410336,3,2007909.0,0.35
VTA-03635,2022-12-11,2022,12,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,4,138000,3312000,170741,3482741,2600000,712000,21.5,780296,Diego Romero,Centro,Junior,72864,Cuotas 12x,Showroom,False,0,1,1,False,5,2022-12,49,Sunday,True,15.013063096419609,13.475834594887509,True,1,1,0,15.063330472530444,1,780296.0,4.9
VTA-02725,2022-12-11,2022,12,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,50100000,2,1002000,49098000,0,49098000,36400000,12698000,25.9,12698000,Diego Romero,Centro,Junior,1080156,Cuotas 36x,Showroom,False,0,0,3,True,4,2022-12,49,Sunday,True,17.709328879105,16.35695513746509,True,0,1,1,17.709328879105,4,4232667.0,0.0
VTA-01709,2022-12-11,2022,12,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,42950000,0,0,42950000,0,42950000,29500000,13450000,31.3,13450000,Lucía Fernández,Norte,Semi-Senior,1127438,Leasing,Showroom,True,15300000,0,7,True,5,2022-12,49,Sunday,True,17.575547229677426,16.414489738361564,False,0,1,1,17.575547229677426,4,1921429.0,0.0
VTA-01225,2022-12-11,2022,12,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14200000,0,0,14200000,233831,14433831,10200000,4000000,28.2,4093532,Valentina Cruz,Este,Senior,506230,Cuotas 12x,Llamada entrante,False,0,1,3,True,3,2022-12,49,Sunday,True,16.468752592994022,15.201805169084134,False,1,1,0,16.485085453361364,2,1364511.0,1.62
VTA-00010,2022-12-11,2022,12,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,12750000,0,0,12750000,413196,13163196,9400000,3350000,26.3,3515278,Diego Romero,Centro,Junior,280500,Contado,Web,True,5700000,3,4,False,5,2022-12,49,Sunday,True,16.36104190800008,15.024471202308668,False,1,1,0,16.39293538748867,2,878820.0,3.14
VTA-02794,2022-12-12,2022,12,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15750000,2,315000,15435000,549796,15984796,11000000,4435000,28.7,4654918,Paula Gómez,Centro,Senior,514757,Cuotas 36x,WhatsApp,True,4050000,3,4,True,4,2022-12,50,Monday,False,16.552148280706213,15.305038399204935,True,1,1,1,16.58714864098975,3,1163730.0,3.44
VTA-00344,2022-12-12,2022,12,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11450000,3,343500,11106500,169617,11276117,8200000,2906500,26.2,2974346,Carlos Méndez,Norte,Senior,357629,Cuotas 36x,Web,False,0,1,2,False,5,2022-12,50,Monday,False,16.223041170517174,14.882460510179909,True,1,1,0,16.23819759586518,2,1487173.0,1.5
VTA-01596,2022-12-12,2022,12,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,24650000,1,246500,24403500,0,24403500,17800000,6603500,27.1,6603500,Martín López,Oeste,Junior,488070,Cuotas 12x,Llamada entrante,True,7050000,0,29,True,4,2022-12,50,Monday,False,17.010237163577198,15.70311052090083,True,0,0,1,17.010237163577198,4,227707.0,0.0
VTA-01644,2022-12-12,2022,12,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8050000,1,80500,7969500,0,7969500,5900000,2069500,26.0,2069500,Valentina Cruz,Este,Senior,284113,Cuotas 12x,Web,False,0,0,7,False,4,2022-12,50,Monday,False,15.891132439019623,14.542818073379312,True,0,1,0,15.891132439019623,2,295643.0,0.0
VTA-01171,2022-12-13,2022,12,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9650000,3,289500,9360500,0,9360500,6900000,2460500,26.3,2460500,Lucía Fernández,Norte,Semi-Senior,245713,Cuotas 24x,Referido,True,3100000,0,1,False,5,2022-12,50,Tuesday,False,16.052009372662354,14.715875545709546,True,0,1,0,16.052009372662354,2,2460500.0,0.0
VTA-00265,2022-12-13,2022,12,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,53700000,2,1074000,52626000,0,52626000,36400000,16226000,30.8,16226000,Lucía Fernández,Norte,Semi-Senior,1381432,Cuotas 36x,Referido,False,0,0,19,True,4,2022-12,50,Tuesday,False,17.77872087116359,16.60212551356663,True,0,0,1,17.77872087116359,4,854000.0,0.0
VTA-02132,2022-12-13,2022,12,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,49100000,0,0,49100000,248259,49348259,33600000,15500000,31.6,15599303,Joaquín Torres,Sur,Semi-Senior,1340430,Cuotas 36x,Showroom,False,0,2,5,True,5,2022-12,50,Tuesday,False,17.709369613131347,16.5563506464056,False,1,1,1,17.71441306486351,4,3119861.0,0.5
VTA-00971,2022-12-13,2022,12,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,3800000,3,114000,3686000,0,3686000,2950000,736000,20.0,736000,Joaquín Torres,Sur,Semi-Senior,100628,Contado,Web,True,1250000,0,3,True,5,2022-12,50,Tuesday,False,15.120052688508668,13.508986756405742,True,0,1,0,15.120052688508668,1,245333.0,0.0
VTA-03227,2022-12-13,2022,12,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8200000,4,328000,7872000,148337,8020337,6100000,1772000,22.5,1831334,Lucía Fernández,Norte,Semi-Senior,206640,Cuotas 12x,Showroom,False,0,1,25,True,5,2022-12,50,Tuesday,False,15.878822844746738,14.38761997448109,True,1,0,0,15.89749112359304,2,73253.0,1.85
VTA-01921,2022-12-13,2022,12,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,24950000,2,499000,24451000,158373,24609373,17800000,6651000,27.2,6714349,Paula Gómez,Centro,Senior,815441,Plan de ahorro,Web,True,7200000,2,46,True,4,2022-12,50,Tuesday,False,17.012181713742404,15.710277927619877,True,1,0,1,17.018637985229415,4,145964.0,0.64
VTA-00677,2022-12-13,2022,12,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21600000,1,216000,21384000,0,21384000,15800000,5584000,26.1,5584000,Lucía Fernández,Norte,Semi-Senior,561330,Contado,Showroom,True,8700000,0,12,False,2,2022-12,50,Tuesday,False,16.878153583564828,15.535416102507424,True,0,0,1,16.878153583564828,3,465333.0,0.0
VTA-03693,2022-12-13,2022,12,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,45650000,2,913000,44737000,497680,45234680,33600000,11137000,24.9,11336072,Sofía Herrera,Sur,Senior,1543426,Contado,Referido,False,0,2,16,False,4,2022-12,50,Tuesday,False,17.616311480040594,16.22578354616602,True,1,0,1,17.627374629355657,4,708504.0,1.1
VTA-03630,2022-12-13,2022,12,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,2,70000,3430000,0,3430000,2600000,830000,24.2,830000,Valentina Cruz,Este,Senior,122279,Cuotas 12x,Showroom,True,950000,0,2,True,5,2022-12,50,Tuesday,False,15.04807111068727,13.629182184591333,True,0,1,0,15.04807111068727,1,415000.0,0.0
VTA-02894,2022-12-14,2022,12,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,11200000,3,336000,10864000,137266,11001266,7900000,2964000,27.3,3018906,Paula Gómez,Centro,Senior,362314,Contado,Web,True,4050000,1,7,True,5,2022-12,50,Wednesday,False,16.200965220827737,14.902050602779974,True,1,1,0,16.21352100594791,2,431272.0,1.25
VTA-03514,2022-12-14,2022,12,Q4,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10950000,0,0,10950000,0,10950000,7900000,3050000,27.9,3050000,Lucía Fernández,Norte,Semi-Senior,287438,Contado,Showroom,False,0,0,1,False,4,2022-12,50,Wednesday,False,16.20885010555098,14.930652476452392,False,0,1,0,16.20885010555098,2,3050000.0,0.0
VTA-03205,2022-12-14,2022,12,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,47400000,5,2370000,45030000,0,45030000,33600000,11430000,25.4,11430000,Sofía Herrera,Sur,Senior,1553535,Cuotas 12x,Web,False,0,0,7,True,3,2022-12,50,Wednesday,False,17.62283951448517,16.251752123260054,True,0,1,1,17.62283951448517,4,1632857.0,0.0
VTA-02516,2022-12-14,2022,12,Q4,Renault Sandero,Renault,Hatchback,Económico,4800000,4600000,1,46000,4554000,320394,4874394,3500000,1054000,23.1,1182157,Valentina Cruz,Este,Senior,162350,Cuotas 36x,Web,False,0,2,1,True,3,2022-12,50,Wednesday,False,15.331516745192975,13.868103956849598,True,1,1,0,15.399506552148623,1,1182157.0,6.57
